location;time;key_figure;value;additional_value;value_unit;source_type;source_title;source_author;source_year_of_publication;source_edition;source_url;source_url_access_date;published
Ireland;2020-02;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0.655172414;";4002462;4002462;2340436;2773869";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-03;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"4002462;2340436;2773869;4002462;2340436;2773869;2417563;6379453;4002462;2340436;2773869;2417563;6379453;4200743;4002462;2340436;2773869;2417563;6379453;4200743;3404774";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-07;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"4776325;4410824;4410824;4776325;7530857;1718076";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-08;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"4776325;4410824;4410824;4776325;7530857;1718076";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-09;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"4776325;4410824;4410824;4776325;7530857;1718076";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-10;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"4776325;4410824;4410824;4776325;7530857;1718076";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-05;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"4002462;2340436;2773869;2417563;6379453;4200743;3404774;2417563;6379453;4200743;4002462;2340436;2773869;2417563;6379453;4200743;3404774;2417563;6379453;4200743;3756591";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-08;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"4002462;2340436;2773869;2417563;6379453;4200743;3404774;2417563;6379453;4200743;3756591;1144977;2091851;4002462;2340436;2773869;2417563;6379453;4200743;3404774;2417563;6379453;4200743;3756591;1144977;2091851;1344706";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-10;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"4002462;2340436;2773869;2417563;6379453;4200743;3404774;2417563;6379453;4200743;3756591;1144977;2091851;1344706;6532865;4002462;2340436;2773869;2417563;6379453;4200743;3404774;2417563;6379453;4200743;3756591;1144977;2091851;1344706;6532865;1861485";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-01;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-01;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-01;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-01;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-01;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-01;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-02;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-02;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-02;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-02;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-02;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-03;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-03;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-04;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-04;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-05;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-05;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-06;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-06;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-07;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-07;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-08;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-08;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-09;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-09;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-10;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-10;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-11;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Ireland;2020-11;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-03;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-04;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;3535614;6579410;6579410;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-05;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;8965027;3535614;6579410;6579410;8965027;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-06;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;8965027;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-07;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;8965027;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-08;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;8965027;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-09;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;8965027;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-10;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;8965027;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-11;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;6579410;6579410;8965027;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-05;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-04;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0.066666667;"2310046;2310046;4304926;4001371;2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-01;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0.064516129;";3535614";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-02;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;"3535614;3535614;6579410;3535614;6579410;6579410";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-04;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;3071523;9958702;3283265;3071523;9958702";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-04;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-11;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540;1907142;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;189461;8214404";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-02;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0.310344828;";3679682;9673134;3679682;9673134;8225430;9748364";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-02;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0.137931034;";2310046";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-03;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0.903225806;"2310046;2310046;2310046;2310046;4304926;2310046;2310046;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-07;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924;1264432";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-08;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924;1264432";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-09;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924;1264432";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-10;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924;1264432";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-07;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540;1907142";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-08;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540;1907142";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-09;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540;1907142";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-10;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540;1907142";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-04;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;314961;3401539;1264432;5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-03;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;5074096;9748364;9610553;5127545;314961;3401539;5074096;9748364;9610553;5127545;314961;3401539;1264432";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-11;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;"5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924;1264432;5074096;9748364;9610553;5127545;314961;6884924";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-02;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0.310344828;";5074096;5074096;9748364;5074096;9748364;9610553;5074096;9748364;9610553;5127545";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-05;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-06;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-07;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-08;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-09;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-10;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-11;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"2310046;2310046;4304926;4001371;4304926;4001371";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-02;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-11;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;"9958702;3283265;3071523;9958702;3283265;3071523";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-03;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;9958702;3283265;3071523";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-05;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-06;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;1;"5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924;5074096;9748364;9610553;5127545;314961;3401539;1264432;3401539;6884924;1264432";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-05;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;3071523;9958702";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-06;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;3071523;9958702";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-07;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;3071523;9958702";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-08;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;3071523;9958702";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-09;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;3071523;9958702";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-10;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"9958702;3283265;3071523;9958702";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-01;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0.064516129;";9958702;9958702;3283265";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-03;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3679682;9673134;8225430;9748364;3591526;3679682;9673134;8225430;9748364;3591526;1294320;3679682;9673134;8225430;9748364;3591526;1294320;1682162;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-06;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540;3679682;9673134;8225430;9748364;3591526;1294320;1682162;2907710;1907142;189461;8214404;8965027;8965027;7642540;7642540;1907142";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-01;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-01;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-01;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-01;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-02;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-03;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-04;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-05;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-06;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-07;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-08;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-09;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-10;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Italy;2020-11;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Latvia;2020-01;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0.032258065;";6327753";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Latvia;2020-02;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;6327753;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Latvia;2020-11;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;"6327753;5150861;5150861;6327753";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Latvia;2020-03;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;"6327753;6327753;5150861";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
